command,ratio,throughput
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e1 -H15 -M128 -G,0.7309662437095438,13518313.838215047
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e1 -H15 -M255 -G,0.7310287848207238,14269308.846537462
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e1 -H28 -M4 -G,0.7345969197954137,1083273.6618665892
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e1 -H28 -M128 -G,0.730686454527949,1027128.8462012325
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e1 -H28 -M255 -G,0.7307643566138048,1046388.8964727984
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H10 -M4 -G,0.7286540512833455,7582915.9912070995
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H10 -M128 -G,0.7246982345668379,9440164.476012437
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H10 -M255 -G,0.7247070122666526,9092487.23964198
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H15 -M4 -G,0.7286928194575272,9882805.9720934
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H15 -M128 -G,0.7246708042549168,10828947.789707465
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H15 -M255 -G,0.7247018919417607,11569869.78758204
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H28 -M4 -G,0.7284357060004539,1064596.529765441
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H28 -M128 -G,0.7244868382962997,957755.1696786045
bsc e run.dat run.dat.bsc -b1 -m7 -cp -e2 -H28 -M255 -G,0.724530361057881,958077.5851865163
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H10 -M4 -G,0.7436013768553634,10988853.865603944
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H10 -M128 -G,0.7397995356231061,9681260.183709787
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H10 -M255 -G,0.7398361093723341,10944393.980674697
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H15 -M4 -G,0.7436251497923617,13280479.206252024
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H15 -M128 -G,0.7397121243624509,13382780.093130399
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H15 -M255 -G,0.7397753969486155,13786466.540867755
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H28 -M4 -G,0.7435172572321389,1112036.5158622263
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H28 -M128 -G,0.7396492175137787,1076498.5769906826
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e0 -H28 -M255 -G,0.7397468694242176,1004217.6163209728
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H10 -M4 -G,0.7347508952796639,8954943.50937089
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H10 -M128 -G,0.7309095543982402,9342944.759214573
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H10 -M255 -G,0.7309336930727307,10571756.486319857
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H15 -M4 -G,0.7347713765792316,12311793.329210104
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H15 -M128 -G,0.7308546937743982,13286449.06391949
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H15 -M255 -G,0.7308993137484564,14244088.440297052
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H28 -M4 -G,0.734666409918947,1112295.5347363448
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H28 -M128 -G,0.7308056849504325,1031373.6702030803
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e1 -H28 -M255 -G,0.7308791981863809,1019263.930256763
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e2 -H10 -M4 -G,0.7286002878719802,7546149.657507773
bsc e run.dat run.dat.bsc -b1 -m7 -ca -e2 -H10 -M128 -G,0.7246693413049478,9051659.398540441
